	Ensembl_ID	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	response_group
1	TCGA-3C-AAAU-01A	-1.3581644	0.7979263	-0.1650759	-0.7986278	0.5829185	-0.68457836	0.44212624	0.24707574	-0.14887415	0.71888024	-2.0824392	-0.28461352	-0.21527156	-1.0687034	-0.37654892	-0.9682029	0.2520344	0.97133124	0.6186946	-0.7670838	-0.7424885	-0.3205075	1.6320457	1.0442343	-0.17282267	1.1816145	0.5728684	-0.06238678	0.092059225	0.40360963	0.2622165	0.67324287	0.57895267	0.20846131	-0.21847382	0.14221106	1.4348643	-0.1345613	0.20319632	1.613139	0.0464319	0.21792743	-0.5111262	-0.44022906	1.935304	1.3220054	2.1399505	1.158827	-0.014269203	0.025444835	1
2	TCGA-3C-AALI-01A	-0.4512152	-2.3570642	-1.4099994	2.5687618	0.3637485	0.1160973	0.1637657	1.6512564	-0.3488167	0.43075016	-1.9098732	-0.7873829	-1.2102511	-0.7200875	1.3076041	0.7884993	-0.4658458	-1.4003932	-0.14753544	-0.09749994	-0.48699355	-3.0618575	0.96781826	-0.30976608	0.087929785	-0.24851	0.8823226	-0.39399868	-0.27404857	0.18641931	-0.09431999	-0.71670675	-0.10501804	0.80898184	-1.2015753	1.656894	3.7874703	0.24896969	-0.7034968	0.315329	-0.3879056	-2.031162	0.864252	-0.16906607	2.6286657	-1.1310455	-0.29284823	1.0265858	1.3405792	0.013184339	0
3	TCGA-3C-AALJ-01A	-0.7169149	0.49984318	-0.8659586	1.504178	-0.78718674	0.3597051	0.19135746	0.24329461	0.24120349	0.0817765	-1.1345282	0.36897457	0.28370774	-1.1641278	0.37221578	-0.44487518	0.066174895	-1.6452459	-0.10597783	-0.70431685	-0.7432348	-2.88827	0.53860676	0.07856318	-0.12499412	0.2790614	-0.19657119	0.60891443	-0.8815752	-0.23687257	-0.8927915	-0.6430354	-0.63201	0.051646635	-0.8591359	0.13705966	2.7415671	0.20989908	-0.33770323	-0.11286933	-0.1936379	-1.1341988	1.3675675	0.2765874	1.4033442	0.37785506	-0.3503819	1.7989461	0.44361895	0.4140206	0
4	TCGA-3C-AALK-01A	-1.0897404	0.16482233	-0.0062757432	-0.6006265	-1.4115167	-0.19243638	0.47764415	-0.5566124	0.4927454	-0.0314382	-0.6616524	-0.8302231	0.3195469	-0.9819942	-0.20486993	-0.076450095	1.6702677	-1.0810852	0.28533712	1.1706979	-0.528589	-1.058121	-0.19594327	0.92584544	-0.4324659	-0.86251855	-0.83936036	-0.0474391	-0.46779612	-0.5843336	-0.71668816	-0.017146453	-0.5635619	1.1450312	-0.43767995	0.037169006	0.80968004	1.0393751	-0.37655255	0.41192615	0.08788195	-0.4372072	2.1638217	-0.77427673	2.0633676	0.26286	-1.6346558	0.696998	0.8173453	0.40520796	0
5	TCGA-4H-AAAK-01A	-0.971763	0.8355514	0.6897367	-0.37664005	-1.1013745	-0.073673904	0.9615384	-1.151333	-0.24473801	-0.72879285	-0.8271882	0.2631206	-0.50832146	-1.3060833	0.37447974	-1.2471069	0.09349471	-1.3997478	1.2870889	0.28859392	-0.30066377	-0.15590197	-0.8476305	0.4397868	0.88361543	0.5963861	-1.0027473	0.5078932	-0.39518124	-0.5144882	-0.6338756	-0.1797773	0.5188927	0.14407088	-0.80812097	0.62038475	0.5970048	0.98600024	-0.8995404	0.2783767	0.43416402	-0.0020513386	1.7593794	0.7378285	1.3337543	-0.3185794	-0.67467475	1.15695	-0.09665811	0.7497867	0
8	TCGA-5T-A9QA-01A	0.25281876	-0.1929096	-1.1107119	1.4310955	-0.34235042	0.990063	-1.065187	2.3323178	-0.66008765	0.29798925	-1.1809157	0.047143996	-0.342938	1.2592183	-0.6058774	-0.2491774	0.8587667	0.7088994	0.09287746	0.33693916	0.7365439	-3.7645447	2.661358	-1.0617526	0.22298342	-0.22695035	0.8343351	-0.4707165	-0.22529449	0.9671129	0.8218857	-0.3472283	0.48424083	-0.30263215	1.912831	0.108721346	-1.0362979	-1.5623997	0.35414693	0.5863757	-1.0397134	-0.92241365	0.5286213	-0.5101287	0.8148025	-0.3205959	-0.030313004	-1.1743796	0.096511394	0.24304143	0
13	TCGA-A1-A0SG-01A	-0.57939553	0.39372736	-0.57234627	-0.50767535	0.16473958	-0.68828946	2.2103548	-1.109644	-1.2530608	-0.939059	0.3958545	1.0452425	-0.3343405	1.0373329	0.6782472	0.017072707	-0.19956404	-0.35002488	-0.78863466	-0.25063244	-0.8869918	1.4874862	-0.733243	0.35081533	0.21494968	0.61952245	-2.5234551	0.3917364	-0.5863005	1.0840876	-0.24371974	-0.85444736	-0.2543823	0.24430433	0.4905615	-0.5908632	-1.0902497	-0.8432422	-0.75611895	2.4349341	0.7999614	0.07832223	2.289842	-0.7873491	0.7888564	-0.70342606	-2.4021535	1.3371572	-0.039592862	0.7298177	0
14	TCGA-A1-A0SH-01A	-0.7181081	0.092199594	-0.5815013	0.3679689	1.3560952	-0.12403585	0.5386289	-0.7927629	0.34659654	-0.321937	3.6586173	-0.8551985	-0.31618753	-0.4170074	0.4924641	0.23697624	-0.0017374754	-1.9712381	0.27070576	1.2781423	0.032524973	2.1335917	-2.2178793	-1.1595141	1.0943754	0.5238464	0.8951303	0.58452857	-1.44255	0.7140383	0.27351728	-8.8356435e-05	0.6086127	0.13767785	-0.2175073	0.15205961	0.33873066	-0.4730845	-0.28059095	-1.7424338	-1.2580175	0.010236099	1.5875325	0.04351136	-2.693301	-0.09116696	-0.36077374	-0.6302129	1.9905928	-0.7975298	0
20	TCGA-A1-A0SO-01A	0.3035486	-0.72540075	0.5353113	0.24943736	0.6579529	-0.7889453	1.4688717	0.9668459	-0.52176464	-0.6479114	-0.26569495	-1.2566845	-0.021763861	-0.7006901	0.33274782	0.11470136	-0.8387775	1.0187572	0.14628588	0.646714	-0.75297993	-2.6162405	-1.1354277	-0.046948195	-0.73888546	-0.29047415	1.711206	1.6431434	-0.065515816	1.8315334	1.2225375	-0.62762344	-0.29807603	-0.09979665	-1.8919567	0.10592914	2.7624009	-0.529183	-1.2544107	-0.8612025	0.102579385	-0.34212548	-1.9978247	-0.4007697	-0.19760467	-0.011901498	1.8106416	1.4638082	0.20469913	0.0014532506	0
21	TCGA-A1-A0SP-01A	-1.3260463	0.77814555	0.33015177	-1.3153782	-0.45247203	0.24284169	0.14189783	1.2569399	-1.5748125	-0.9604644	1.5715795	0.5793583	0.73138744	1.3362156	-0.50147253	0.3357019	-0.37961322	-0.6555758	-1.2094973	1.061408	-0.19905233	-1.6077675	-0.5129237	0.09876622	0.9208058	1.3285332	0.2088474	-1.5609885	0.35397065	1.1941274	-0.62200433	0.24186185	-0.09333292	-0.13549262	-2.916304	-0.6318391	3.464637	0.416193	-1.4282678	-3.0307617	-0.6014296	-0.67679757	0.6665119	-0.6140382	-0.5419342	-0.18257791	0.7904928	2.284817	-0.46926308	-0.8098981	0
23	TCGA-A2-A04N-01A	-0.96977115	1.7973073	-0.016564742	-0.3390269	-0.95346975	-0.24714601	1.9570906	-1.1162041	0.012919746	-1.1737216	1.516295	0.77076244	0.37099478	-0.46561453	-0.12912858	-0.57631016	0.038609684	-0.916584	0.4708987	-0.010355957	-0.22044763	1.4803493	-1.2556602	0.41621107	0.46629143	0.7973128	-0.14522555	0.49728566	0.3215742	-1.0710096	-0.8883869	0.3513026	0.49303496	-0.4210624	0.21517555	-0.7615519	-0.1617376	0.8165568	-0.47115237	1.0996174	-0.87081754	-0.17789087	0.5109662	-0.2172747	1.9441526	-0.15841112	-0.37570268	1.3351349	-0.10811369	0.32239264	0
24	TCGA-A2-A04P-01A	-1.597454	0.2763523	-0.5509666	-0.5629583	-1.9117379	0.19860104	-1.0960455	0.039067052	1.3697006	-0.93574977	0.7430522	0.629864	-0.74112487	-0.49618575	0.31292316	-0.6346024	0.8853357	-0.82817423	-0.0075011402	1.0312619	0.13115689	-1.0218645	0.25155902	0.812631	-1.3714643	-0.15615533	-0.9218843	1.1567824	0.45186883	-0.100017145	-0.33685967	0.46075183	0.54890674	0.2573964	-0.090388246	0.43278623	0.847868	1.2097278	-0.43800125	-0.86733776	-1.0259937	0.023294106	2.3330343	-0.86659354	0.5389763	-0.025572926	0.5601746	1.901554	-0.32719788	-0.08891213	1
25	TCGA-A2-A04Q-01A	-1.8724684	1.0008928	-0.15076742	-1.8264675	-1.1271381	0.65112156	-0.54011804	0.40731475	-0.26868987	-0.6956341	0.94288135	0.08453874	0.6291305	0.82312065	0.017835468	0.3171109	-0.3783995	0.065426126	-1.0365725	-0.8932176	0.5762539	-0.58582836	0.29187053	-0.24748126	0.15906738	0.045066327	-1.5561461	0.076507285	1.2576395	0.3051195	0.007202655	-0.5944559	-0.056117952	-0.38624004	-1.8043038	0.33541995	3.7876961	-1.0547992	-0.37082934	-3.0978162	-1.4534236	-0.014023144	0.81066537	1.0241488	0.35194334	0.9424319	-0.32513037	0.9295423	0.33556703	0.99019045	0
26	TCGA-A2-A04R-01A	-0.58655155	-0.42328554	0.72017753	1.3956344	0.24511	-0.65297097	0.8350777	0.27005047	0.49609023	-0.18864925	1.3644099	0.033800382	0.73722947	0.98884785	-0.27801794	-0.004596457	-0.054003775	-1.2614889	0.17926638	-0.430947	-0.06629142	-1.1182243	-1.2690094	0.9861472	0.127662	-0.5259345	-0.19095239	0.28161284	-0.16748643	0.55771947	-0.239367	0.5235621	1.1501169	-0.16628268	0.843983	0.75411135	-2.1214328	-0.19048166	-1.0401573	1.0002986	-0.932951	0.59822	0.5830536	-0.17777678	-0.77747613	-0.27602768	-0.22651502	0.13772738	-1.2850713	0.96755445	0
27	TCGA-A2-A04T-01A	-1.2789373	0.48954833	1.0477221	-1.8085765	-0.95327944	-0.74279934	0.42105028	0.87073904	-0.8367003	-0.72447383	0.04851567	-0.48415136	0.06765783	-0.033914655	0.38502714	-0.107908696	-1.4573516	-0.11505493	0.32518622	-0.5091033	0.31616744	-0.60017294	-0.73436666	-0.66712826	0.8057921	-0.19157004	0.5940232	-0.24303967	-0.3327866	1.6184673	1.060754	-0.23380628	-0.6925231	2.220717	-2.4492538	-0.45399112	4.2686076	-0.59647673	-1.4274062	-2.1704125	-0.5105536	0.02278686	-0.034684435	-0.6434983	0.18182294	-0.8971287	2.214004	3.1719549	2.1025457	-0.529725	0
28	TCGA-A2-A04U-01A	-1.016607	0.1648441	-1.2322394	1.5895171	-0.2571992	-0.29832816	-0.67982566	1.5197439	0.5138804	-0.38755438	-0.5916475	-1.5020618	0.42176983	1.2780066	-0.04646904	0.3782606	-0.122985184	0.17750752	-1.2104255	-0.29922977	-0.031361133	-4.2968054	0.42421764	0.8432161	0.9876386	0.45058304	1.3735526	1.183902	-1.2574908	0.5530101	-0.13104051	-0.49080032	-0.8714504	1.2419114	-0.87865865	-0.55011535	-0.21622337	-0.3248117	-1.2167752	-1.2587281	-0.64307505	-0.4023581	0.5672186	-0.28947005	-0.25993723	-1.9768865	0.92602354	1.5040897	-0.45560974	-0.45129246	0
34	TCGA-A2-A0CL-01A	-1.224641	0.078660056	-0.5986031	-0.49261445	-0.044770032	-0.26174057	1.1100868	-0.67334586	-0.093923315	-0.12196559	-2.0063217	0.00535053	0.49582857	-0.40910643	0.55781364	0.042259693	-1.0416634	0.008604616	-0.4614148	0.02965717	-0.4628784	-0.59167653	-0.05746894	-0.508424	0.4940317	0.006264791	-0.49065787	-0.58183753	-0.20794974	1.7689147	-0.7918597	-1.0176828	0.14455725	0.7535881	-1.1267942	-0.0133512765	3.4165444	0.576296	-1.0927279	-2.4816017	-0.18692088	0.19826165	-0.880529	-0.02628456	1.0796747	-0.17826483	-0.38074225	0.2139876	-0.32726383	-0.20386703	0
35	TCGA-A2-A0CM-01A	-0.26348162	-0.33127877	-0.14551222	1.5952336	0.46747628	-0.7421085	1.163662	2.276388	-0.83068913	0.48409882	0.5206883	-0.6409809	0.3419455	0.7419881	1.2518686	-0.44372195	-1.0768586	-0.7878881	-1.3613873	-0.53261876	0.84933215	-3.8760483	-0.30310917	0.09026995	0.78504384	0.5114273	1.2218944	-0.31016582	0.76620525	2.1635525	0.17846113	-1.2510896	-0.20991655	1.3138205	-3.6465611	0.9159425	6.175167	0.8596615	-0.86220354	-2.5658734	-0.4375236	0.04235941	-1.4486096	-0.58885	0.5296499	-2.201133	-0.5139965	2.073417	1.9935813	-0.42135596	1
41	TCGA-A2-A0CT-01A	0.7133498	-0.5510329	-0.3098115	-0.58309364	2.1666522	-1.4119773	0.34992146	1.5446163	-1.0528419	0.059266545	1.2988397	0.40309444	-1.0429028	2.007427	0.17023234	0.254708	0.41754597	-0.08565597	0.7940011	-0.2789825	-0.6811773	0.34324372	-0.0706469	-0.77718246	0.19403315	0.8187256	0.8825109	0.25360277	-0.39671177	1.683743	-0.9520517	-0.051741496	-0.17652419	-0.30161557	1.6689222	-0.86597574	-3.7731037	0.104705796	-1.5904183	-0.0026528984	-0.49014562	0.48647824	0.69584876	-0.41434345	-1.967302	-0.20542069	-0.07148008	-1.8366373	-0.20338589	0.094515085	0
43	TCGA-A2-A0CV-01A	-0.6579938	-1.2380652	0.24039753	-1.0982579	-0.04153975	-1.2867782	0.7665161	-1.4532901	-1.9766841	-0.34238046	2.4046795	-0.7974606	0.2217198	0.6017533	-0.76079	-1.5138959	-0.9688741	0.5432215	0.6015875	0.16301546	-0.1608404	3.2169907	-1.0148164	-0.28218204	0.49415997	-0.6555396	0.4712739	-0.40458798	-1.642172	1.4939802	0.057365492	0.647552	0.09190369	0.754308	0.45235157	0.16524789	-1.1968868	-0.40909284	-1.68718	-0.42082417	-0.6289009	0.08793485	1.6554828	-1.7609081	1.6617038	-1.2591467	-0.9342382	-1.5920362	-1.0496918	0.6457287	0
47	TCGA-A2-A0CZ-01A	-0.9190793	0.6844574	0.17771737	-0.60055995	0.077967376	0.11828381	-0.029134916	-1.5083178	-0.08428001	-0.46086475	1.3440173	0.23222382	0.403191	-0.6105187	0.43441683	0.76019686	-0.39275277	-0.830061	0.87531024	-0.7002659	1.3415164	1.2364233	-1.4732746	-0.92451835	0.66382813	-0.37036178	0.32081133	0.9417257	-1.3407797	-0.78810954	0.945669	-0.57029647	-0.9310026	-0.5809719	-0.41860744	0.32541695	1.1170727	0.37262914	-1.5526836	-1.5685493	0.2734535	0.5058074	2.5411768	1.6995809	-0.56871545	-0.5138017	-0.84589666	-0.64760906	0.21757081	-0.21452053	0
48	TCGA-A2-A0D0-01A	-0.9612455	-0.5872693	-0.7807686	0.1714356	-0.25744042	0.6426282	-0.6162373	2.2200654	-0.49982166	-0.21794254	1.5600604	-0.14005053	-0.2676387	1.3073432	1.1077856	-0.40829164	0.6776422	-0.3025664	0.60493374	0.013474703	0.46907285	-3.2660193	0.07757054	0.059021212	0.14691746	0.86746275	0.22746007	-1.1958852	-0.8655839	0.39696014	0.7024164	-0.44684464	0.55583966	1.8603433	-3.1592102	1.0301228	2.397421	-0.5503825	-1.0880772	-2.88807	-1.2929447	-0.49528247	1.2992605	0.9774363	-0.6660773	-0.4957435	0.33717754	2.4220803	0.37275153	0.6729158	0
49	TCGA-A2-A0D1-01A	-1.4144727	0.58599	0.40875924	0.95539683	-0.7863533	0.28070417	0.5175636	-0.2135605	0.7908652	-0.03433457	-0.8158656	0.10022926	-0.417314	0.4132551	0.18725607	0.6298032	0.06814089	-0.8971766	0.762352	0.7419977	0.13035686	-3.2693813	-0.2845233	0.9876156	0.53470904	-0.5752635	0.08879101	0.6415867	-0.19884276	-0.14438415	-0.8038391	0.04825826	-0.1249775	0.03788188	-0.4802304	0.91640747	0.044595532	-0.6978052	-1.2921205	-0.3703012	0.0048098266	-0.35522538	0.9828436	-0.40593746	0.0915242	-0.33306733	0.10711136	1.1581612	1.2109797	0.9258363	0
50	TCGA-A2-A0D2-01A	-1.5637037	-0.24204111	0.08446838	-1.5549997	-0.7270888	0.67081034	-0.10319616	0.984227	0.13602489	-1.3409861	1.4479871	-0.83902884	0.8571059	1.0349402	-0.7618693	0.22310615	-0.3586862	-0.7830724	-1.202246	-0.28539875	-0.025985718	-1.0031232	-0.6653292	-0.1629428	0.13442183	0.92149585	0.6325002	-1.0726697	-0.102129176	1.7872002	-0.28261578	0.47524312	0.5767232	-1.1619877	-2.787192	-0.23804936	4.023748	-0.56993234	-1.4583076	-2.6651573	-0.54071575	0.07580048	1.1917639	1.7372203	-0.34561443	0.009280324	0.75404763	2.7389839	1.4712087	-0.48459315	0
52	TCGA-A2-A0D4-01A	-0.008914784	0.2084409	0.06530595	2.0515716	1.2453195	0.06849158	0.44976538	0.5752672	0.8034364	-1.6593025	-1.7298572	-0.39630568	0.80736417	1.8104223	-0.747028	-0.7463801	0.4266527	-1.0292189	-0.24923408	-0.1903089	1.2691715	-1.2931983	-0.5225979	0.98818815	0.17947502	-0.46606305	-0.2647906	0.9820523	0.06516591	0.65393907	-0.47638655	0.34243888	0.3657199	1.9985428	0.5969472	0.036957767	-2.2982683	-0.23765804	-1.8534539	0.88829124	-1.0286641	-0.18765923	1.7013011	-0.10618284	-1.30078	0.446018	0.1970528	0.4900584	0.46838257	0.45277792	0
63	TCGA-A2-A0EW-01A	0.21652001	0.4381895	0.705068	1.4429889	-0.559204	0.5141912	3.1201015	-2.0888665	-0.58610475	-2.2557058	0.25377995	-0.9177328	-0.43647337	0.5968719	0.26319233	0.39704952	-1.6728371	0.044717282	0.1469922	-0.64896953	0.29305232	6.1597676	0.2834952	-0.902431	-2.6582398	-1.0623355	-0.53721243	1.3094178	-0.43149176	1.5221738	-1.7917107	-0.34685528	0.69491345	0.9619522	1.2261094	-0.6568755	-0.7036889	-0.06790285	-1.3558817	-1.6985977	-1.2801266	0.027026087	0.3899021	-0.8175304	1.8556544	-0.52622163	-0.18559632	0.42249012	0.72461325	0.64706236	1
66	TCGA-A2-A0ST-01A	-1.6272479	0.32782203	-0.63050354	-1.1521366	-1.3009651	-0.4683759	-1.2363739	0.53318185	-0.6461848	-1.1756907	-0.15791507	-0.7182208	-0.04160753	0.19945501	0.93914545	0.26717684	-0.9829807	0.089703985	-0.7123686	-0.701813	0.44906196	0.27324578	0.084410444	-0.75441396	-0.15907395	0.7133508	-0.24270749	-0.7821508	-0.13371226	2.035918	0.003610164	0.1025669	0.9784541	-0.68413234	-1.6068292	-0.1408855	4.0835366	-0.63902843	-1.0145633	-3.7289603	-1.1378436	0.22160804	0.33782476	0.04540299	0.40514126	0.54672146	0.22380386	0.39905232	0.06256278	-0.6668326	0
70	TCGA-A2-A0SX-01A	-0.92113215	0.279499	0.52089703	-0.6893786	-0.15156808	-0.11458828	1.6259813	-0.39378467	-0.05422488	-0.83776987	-0.9981843	-0.17098692	0.33811447	-0.7053759	-0.1301024	-1.1401882	-0.7435508	-0.18646759	-0.2141	-0.5276385	-0.8415971	-0.27500677	-0.9470729	-0.988295	-0.16644222	-0.4129771	-0.118822545	0.5719311	-0.14286028	1.9489318	-0.37198028	-1.2603815	0.5294979	2.4582174	-1.7753679	0.27384174	4.8035593	-0.12812647	-0.98587155	-2.5716152	-0.80102634	-0.3583696	-1.0689484	0.24409714	0.22957456	-0.7626033	1.5478135	2.2074149	-0.13446581	-0.5816287	1
71	TCGA-A2-A0SY-01A	-1.1146783	-0.65763986	-0.8628968	-1.6762992	0.54072845	-0.85478	0.46789104	-2.0661533	-0.64158416	-0.6924243	1.28548	0.04361985	-0.32740092	0.9150977	0.5935933	0.452753	-0.5189411	0.4307757	0.14267915	-1.0246702	0.32598075	2.5641186	-0.22200441	-0.14732365	-0.45720658	0.068490244	0.17812383	1.6164914	-0.9776648	1.4662085	0.1604724	0.549903	-0.66070557	-0.51953137	0.17548516	-0.60250145	-0.2311483	-0.62678987	-2.1096714	-1.1646899	0.2246382	-0.34718785	1.5720989	-0.35932517	0.46005395	-2.0061426	-0.5868689	-0.950795	0.8015348	-0.5751768	0
72	TCGA-A2-A0T0-01A	-1.4826568	-0.07828763	-0.65060294	-0.75987434	0.21438807	0.51593184	-0.24383165	0.55882156	0.5231287	0.2020511	2.3855164	-0.70520765	-1.2529052	0.4326747	0.23328598	-0.10169929	-1.3302981	-0.79826766	0.112834245	-0.5761316	-0.4011144	-1.404472	-0.81210995	0.5690734	1.9228251	0.11280236	0.8195307	-0.33747905	-1.218132	1.2049685	-0.25006157	-0.6093852	0.23346454	-0.41415888	-2.176984	0.79882705	2.2007937	-1.3499172	-0.819814	-2.582345	-1.0272381	0.092423886	1.5791012	-0.23662731	-1.4805053	-0.2952413	1.0954196	2.4851	1.3583891	0.6545535	0
73	TCGA-A2-A0T1-01A	-2.0017974	0.7547338	-0.59005004	-0.9131829	-0.75014174	-0.57256556	0.66855085	-0.06163519	0.42599705	-0.72446305	0.65061265	-0.1513604	-0.41142145	0.33442032	-0.30939105	-0.35226178	-0.31144726	-0.83458495	-0.15571332	0.13000125	0.27385312	-1.8496172	0.4813088	1.194373	-0.71990776	0.3541094	-0.2885521	-0.26740062	0.2649526	-0.007445127	-0.6247937	-0.82614225	-0.039504856	1.2458299	-1.309542	0.805231	3.9148803	-0.166886	0.4580568	-2.4980726	-0.41012082	-0.61746997	1.2305924	0.11828452	0.29870883	-0.02648136	-2.1723974	0.19132955	-0.58547044	0.5888855	0
75	TCGA-A2-A0T3-01A	-0.34126762	-0.5357755	-0.37408215	0.19241256	1.4648222	-1.5094552	1.52466	-0.061030347	0.20920429	-0.38172317	-2.495534	-0.9104275	0.48447952	0.3560703	-0.4068549	-0.6822866	0.0324805	-0.12934901	0.9023417	0.17239407	0.316678	-0.6537333	0.14667585	0.400837	0.94873714	-0.21547335	-0.6043254	0.77290606	-0.6229739	0.20033886	-0.046756994	-0.3032322	0.5031053	0.66214	-0.24019983	0.35993037	1.5712839	0.79514265	-1.749868	0.8938825	-0.50728625	0.51670665	-1.8727138	-0.8513433	-0.47609755	-0.587904	0.06837107	1.0592407	-0.76451373	0.46824372	0
77	TCGA-A2-A0T5-01A	-0.4721305	-0.75723636	0.80714834	-2.3293777	0.052464694	0.36672553	1.957045	-1.5855838	-1.2491127	0.57588565	2.9802692	0.96673024	0.050803717	0.9472245	-0.47177276	0.41633233	0.20585406	0.44744962	0.70933926	0.07020629	-1.0879071	0.7591583	-1.8995144	-0.30082023	0.28853768	-0.22233582	-0.9279684	0.7858934	-1.9914865	0.6970442	-0.4912071	-0.42080176	-0.7096909	-0.17644374	-0.12520885	0.7713603	-1.3907973	-0.2493635	-1.5509555	0.9253332	0.2923085	0.06629175	0.67289704	-0.050271362	1.1662863	0.5887608	-1.0444114	-0.5619195	0.9079087	0.4090966	0
78	TCGA-A2-A0T6-01A	-0.31178242	-1.1118064	-0.548102	1.0904387	-0.5414179	0.7197357	2.2034435	-1.7381729	-0.46740305	-0.95398605	0.39481032	-0.22692978	0.07455903	0.38600785	0.8232368	0.07900733	-0.91972846	0.088805035	1.3138967	-0.5638095	0.69372225	4.6691537	-0.75309724	-0.090015456	0.062796734	0.070081696	-1.0312912	0.8477926	0.479074	0.81894094	-0.9662885	-0.064777285	0.4997397	1.067736	-0.103423014	-0.9239693	0.68773085	-0.6530803	-0.60451066	-1.5709609	0.27618223	0.38876763	0.39999375	0.20887338	-0.04469639	-1.2449383	-1.3845	1.6471251	0.52652746	0.7009873	0
79	TCGA-A2-A0T7-01A	-1.1957935	-0.29128963	0.28464648	-1.0031376	0.8931525	-0.16679499	1.545255	-2.2262414	0.83039176	-0.0024068356	-1.3566127	-0.11098589	-0.020379897	1.2987182	-0.20843586	0.08475408	-0.5658573	-0.063889176	-1.784591	0.63209045	-0.2925574	0.45336735	-0.46810663	0.14447525	-0.018247426	0.9078529	-0.54916465	0.7583779	0.27282828	0.46798334	-0.42987397	-0.361543	-0.13583139	0.6049214	-1.0098786	0.36054417	1.5067543	0.63451874	-1.5559148	-1.9435327	0.12158668	-0.53883064	-0.10038951	0.4694015	-1.0582507	0.4003667	-0.1904026	1.0587616	1.0150822	0.84790695	0
82	TCGA-A2-A0YE-01A	-1.20185	0.971295	0.321765	-0.41358468	1.0478781	-0.019203428	1.3069135	-0.12288055	-0.1168015	-0.9264728	1.2069651	0.70595354	-0.38676488	0.40555722	0.8291851	-0.58578527	-0.6965696	-1.0458671	-1.2896373	0.021378845	-0.52892756	-0.83480895	-1.3610307	-0.03282512	0.9762375	-0.3947718	0.7352946	-0.35697103	0.43585467	1.3274429	-0.33183113	0.4200162	-0.5180934	1.9285859	-2.8602154	0.42905372	3.4419944	0.098443225	-1.667908	-2.0780642	-0.4925329	-0.023204237	0.8214515	1.1071471	-1.0720214	-0.95904183	1.2968636	2.8100336	1.7558129	0.18161164	0
85	TCGA-A2-A0YH-01A	-1.627474	0.95848477	-1.0263063	-0.34637785	0.53213376	-0.84149814	1.7465069	-0.05653308	0.033489004	1.100188	-1.0397835	-0.7729333	-0.71146697	0.93854064	0.029261872	0.09411773	-1.2424809	0.4920867	0.1618894	-0.55326194	0.15408446	-2.1899579	0.82751864	1.7627646	-0.69948226	1.4152267	-0.056276802	0.20501307	-0.770278	-0.12860398	0.5580147	0.09446424	0.15907903	-0.13539371	0.66940314	0.17263465	2.728594	0.6882831	0.78009176	-0.85811186	0.4142567	0.64122057	-0.7721391	0.38507947	-0.41856164	0.15677676	-2.58489	-0.8782959	-0.46884722	1.3279961	0
87	TCGA-A2-A0YJ-01A	0.6519994	-0.87522227	-0.4650032	0.22796914	1.4416405	-0.9728489	-0.285268	1.0238718	-0.88565624	-0.055079877	3.150422	-0.037510276	-0.2606599	-0.63826114	-0.59917635	-0.2791061	-1.6849533	-1.5969973	-1.5416602	0.2917698	-0.42930725	-0.44771478	-2.4412377	-1.4493049	1.6590178	0.043890774	1.9394195	0.7284603	-1.3017766	0.77985454	0.74249256	-0.8110808	-0.68002933	-0.023001254	-3.3766205	1.7097964	2.5455632	0.2807899	-1.0038265	-3.0183425	-0.8305727	-0.30456743	0.88852084	0.43484414	-2.3528495	-0.4967178	1.8667514	1.4489706	0.73499143	0.3140276	1
88	TCGA-A2-A0YK-01A	-0.24579829	-0.7795371	0.38323247	0.31939995	-1.0016341	0.6091312	0.7541097	-2.065382	0.15292084	-0.41152078	-1.6370026	0.30280557	0.020039111	0.23150699	0.6046837	-1.8523792	-0.73342943	-0.06445168	0.61535025	0.9163473	1.0197012	3.567453	0.4964497	-1.3947679	-0.70823324	-0.8401158	-0.9747317	-0.6579472	-0.60479	1.8352352	-0.2614045	-0.5522352	0.14747123	1.3803083	-0.048876673	0.44933206	1.1636838	0.58503723	-1.9234135	-3.2731378	-1.5980074	-0.21858203	-0.18663782	0.116976485	1.3263636	-0.14109302	0.118412405	-0.20073238	-0.41587895	0.27661774	0
92	TCGA-A2-A1FV-01A	0.7708078	-0.35776925	-0.3594694	0.73508537	0.8594377	0.5185065	0.31264466	1.398689	-0.7596977	-0.26382163	1.095731	-0.99011886	-0.9471595	0.34920686	-0.4730488	-0.28816772	0.6923704	0.092856586	0.88640463	0.2964978	0.60596025	3.2999284	0.5015939	1.152594	-1.3781204	-0.96133757	0.23924609	1.3247552	0.13439734	0.11832741	-0.3366091	0.23241012	0.22634299	-0.20718214	-0.14508677	-0.73129	0.055763703	0.8883776	-0.03300214	0.11340617	0.03852777	0.47615114	-1.842599	-0.17599754	0.85622823	0.5201377	4.21344	1.0012695	0.08808878	-1.3087969	0
